age,gender,residence,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,location,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,TARGET_PREDICTION_PERCENT
20,M,H,1.0,1.0,6.0,0,1,3,5,U,3,3,1,0,1,0,5,4,90,96.0,70.0,85.0
19,M,H,0.0,1.0,6.0,0,0,3,4,U,3,2,1,0,2,0,4,4,88,91.0,88.0,89.0
24,F,H,0.0,0.0,5.0,1,0,5,5,R,5,3,1,0,4,1,3,5,67,63.0,81.0,78.0
16,F,D,0.0,1.0,3.0,1,0,5,3,U,4,3,1,0,1,0,4,5,80,92.0,92.0,90.0
22,F,H,0.0,1.0,5.0,0,1,4,4,U,4,4,0,0,3,1,6,5,87,90.0,78.0,83.0
16,F,D,1.0,1.0,5.0,0,0,4,4,U,5,5,1,1,1,1,3,5,87,92.0,91.0,87.0
19,M,D,1.0,1.0,3.0,0,1,1,2,U,4,4,1,1,1,0,4,4,75,80.0,73.0,89.0
21,F,D,0.0,1.0,1.0,1,0,4,4,U,1,3,1,0,2,0,4,4,85.75,80.44,79.66,82.28
15,M,D,0.0,1.0,1.0,0,0,2,1,U,4,2,1,1,2,0,5,2,50,79.0,60.0,90.0
15,M,D,1.0,1.0,4.0,0,1,1,1,U,4,0,1,1,1,0,4,3,91,91.0,92.0,90.0
22,F,D,0.0,1.0,5.0,1,1,2,5,U,4,2,1,0,0,0,3,4,75,73.0,73.0,77.0
22,F,H,1.0,1.0,14.0,0,0,3,3,U,3,1,0,0,1,0,6,3,89,75.0,58.0,74.0
19,M,H,0.0,1.0,2.0,1,0,2,5,U,2,2,1,0,1,0,3,5,84,88.0,65.0,96.0
29,F,D,0.0,1.0,6.0,0,1,1,1,U,2,0,1,0,1,0,9,4,85,92.0,78.0,85.0
19,F,H,0.0,1.0,4.0,1,1,3,3,R,4,3,0,0,1,1,4,4,93,83.0,72.0,83.0
27,M,H,1.0,1.0,5.0,0,1,4,3,R,5,3,1,1,2,0,4,4,64,83.0,66.0,71.0
19,M,H,1.0,1.0,5.0,1,1,4,4,R,4,3,1,0,1,0,4,4,86,88.0,60.0,78.0
22,M,D,2.0,2.0,1.0,1,3,3,5,U,2,2,1,1,0,1,4,5,76,89.0,88.0,89.0
20,M,H,1.0,1.0,4.0,1,1,1,5,R,1,1,0,0,1,0,6,5,81,86.0,49.0,73.0
19,M,D,0.0,1.0,5.0,0,1,3,4,U,5,4,1,0,0,0,4,5,80,79.0,80.0,81.0
21,M,H,0.0,0.0,5.0,0,0,4,3,U,0,4,0,1,0,0,5,4,89,87.0,96.0,94.0
19,F,D,0.0,1.0,3.0,0,1,3,4,R,5,4,1,1,0,0,4,5,66,84.0,80.0,84.0
21,M,D,0.0,1.0,0.0,2,1,3,3,U,5,4,1,1,0,0,4,5,80,92.0,92.0,90.0
20,M,H,0.0,1.0,8.0,1,1,3,4,R,2,1,1,0,1,0,4,5,86,93.0,88.0,75.0
18,M,H,1.0,1.0,6.0,0,1,2,3,R,5,1,1,0,4,1,3,3,75,80.0,73.0,92.0
19,M,H,0.0,1.0,2.0,1,0,2,2,R,3,2,1,0,3,1,4,4,94,91.0,75.0,87.0
22,F,D,0.0,1.0,9.0,1,0,3,5,R,2,1,1,0,4,1,5,4,80,82.0,71.0,97.0
25,F,D,1.0,1.0,3.0,0,0,3,4,U,3,5,1,0,4,0,4,5,78,64.0,84.0,76.0
21,F,H,0.0,1.0,3.0,0,0,3,4,U,3,3,0,0,1,0,5,4,70.94,69.63,70.61,71.73
18,F,H,0.0,1.0,2.0,0,1,3,2,R,1,3,0,0,1,1,6,2,81,88.0,76.0,81.0
19,M,D,1.0,1.0,4.0,0,1,4,5,U,5,3,1,1,0,0,4,5,73,71.0,72.0,73.0
18,M,D,1.0,1.0,6.0,1,1,2,5,U,3,3,1,1,1,0,4,5,79,74.0,70.0,68.0
20,M,H,1.0,0.0,8.0,1,1,1,2,R,1,4,1,0,4,0,2,2,73.13,73.57,76.93,78.62
25,M,H,0.0,0.0,11.0,0,1,1,4,U,3,2,1,1,1,0,4,2,55,43.0,54.0,51.0
19,M,D,1.0,0.0,4.0,1,2,3,5,U,5,4,1,1,0,0,4,4,91,92.0,88.0,87.0
F,15,D,0.0,1.0,2.0,1,1,5,1,R,4,3,1,1,3,1,3,4,67,76.0,81.0,75.0
18,F,H,0.0,1.0,4.0,0,1,3,3,R,4,4,1,1,1,0,4,3,69,96.0,90.0,85.0
21,F,H,0.0,1.0,4.0,1,1,4,5,R,2,3,0,0,1,0,5,5,89,80.0,76.0,71.0
23,M,H,1.0,1.0,5.0,0,1,5,5,U,5,4,0,0,0,0,6,5,86,54.0,89.0,95.0
22,M,H,0.0,1.0,5.0,0,1,5,4,R,5,4,0,0,2,1,5,5,91,88.0,82.0,87.0
18,M,D,0.0,0.0,4.0,0,0,5,4,U,5,2,0,0,3,0,4,2,55,67.0,55.0,92.0
21,F,H,0.0,1.0,2.0,0,1,3,3,U,5,2,1,1,0,1,7,5,90,41.0,68.0,77.0
21,M,H,1.0,1.0,6.0,0,1,4,5,U,4,2,0,0,1,0,4,5,72,76.0,76.0,77.0
18,M,H,0.0,1.0,9.0,0,1,3,2,U,3,5,1,0,2,1,3,3,65,83.0,91.0,75.0
21,M,H,1.0,1.0,7.0,1,1,3,4,R,2,2,1,0,1,1,5,1,71,63.0,84.0,61.0
15,M,D,0.0,1.0,2.0,1,0,4,3,R,2,3,1,0,4,1,4,4,50,91.0,84.0,79.0
19,F,D,1.0,0.0,6.0,1,0,4,1,U,0,5,1,1,3,1,4,5,69.54,65.57,63.7,66.6
21,F,D,0.0,1.0,4.0,0,1,4,2,U,5,5,1,0,0,0,6,4,81,80.0,81.6,81.0
20,M,H,1.0,1.0,4.0,1,1,4,4,R,5,5,1,1,1,0,4,5,84,82.0,67.0,83.0
19,F,H,1.0,1.0,2.0,0,1,2,4,R,3,2,1,1,0,0,6,4,54,84.0,69.0,80.0
F,16,H,1.0,1.0,3.0,1,0,4,4,U,3,3,1,0,3,0,5,4,76,80.0,83.0,80.0
M,15,D,1.0,1.0,4.0,0,0,5,3,R,4,2,1,1,1,0,4,3,48,60.0,78.0,61.0
16,M,D,0.0,0.0,1.0,0,1,3,5,U,1,3,1,0,2,1,4,5,84,87.0,83.0,84.0
20,F,H,0.0,1.0,2.0,0,1,1,2,U,3,5,1,0,2,1,5,3,62,81.0,95.0,72.0
23,F,H,0.0,1.0,2.0,0,1,3,4,R,3,3,0,1,1,0,3,4,77.5,77.3,79.6,85.8
18,M,H,0.0,1.0,2.0,0,0,2,1,U,2,3,1,0,1,1,3,4,54,70.0,98.0,74.0
15,F,H,1.0,1.0,2.0,1,0,4,5,R,1,1,1,1,2,1,4,3,59,57.0,52.0,56.0
26,M,D,0.0,1.0,3.0,0,1,5,2,R,3,1,1,0,1,1,3,5,99,79.0,83.0,87.0
22,F,H,0.0,1.0,8.0,0,1,3,2,U,3,1,1,1,2,0,5,3,98,65.0,67.0,47.0
20,M,H,1.0,1.0,4.0,0,1,4,5,R,4,4,1,0,1,0,5,5,89,89.0,85.0,91.0
20,F,H,1.0,1.0,9.0,1,1,1,5,U,2,2,1,0,1,0,3,5,89,74.0,64.0,80.0
23,F,H,0.0,1.0,6.0,0,0,3,3,R,3,3,1,0,2,0,5,5,88,92.0,72.0,84.0
19,F,H,0.0,1.0,6.0,0,1,3,5,U,5,2,1,1,0,0,4,5,96,97.0,93.0,95.0
22,F,H,0.0,1.0,4.0,0,1,4,5,R,1,2,1,0,1,0,5,4,79,55.0,83.0,80.0
22,M,D,0.0,0.0,5.0,1,1,4,4,U,4,5,1,0,0,1,5,5,78,45.0,98.0,87.0
19,F,H,0.0,1.0,5.0,0,0,2,2,U,4,1,1,0,0,0,4,2,85.83,88.14,89.41,88.2
15,M,D,0.0,1.0,2.0,0,1,2,2,U,3,3,1,1,1,0,3,5,94,80.0,96.0,78.0
21,F,D,0.0,0.0,3.0,1,1,4,5,R,4,4,0,0,2,1,4,4,86,56.0,58.0,91.0
23,M,H,1.0,1.0,5.0,0,1,3,4,U,5,2,1,0,0,0,4,5,82,71.0,53.0,52.0
20,F,D,0.0,1.0,3.0,0,1,3,5,R,5,4,1,1,0,0,4,5,89,93.0,95.0,90.0
14,F,D,0.0,1.0,7.0,0,1,1,1,U,4,1,1,0,0,0,5,3,74,73.0,81.0,76.0
16,M,D,0.0,1.0,7.0,0,1,5,3,U,4,4,1,1,0,0,4,4,88,78.0,82.0,85.0
24,M,H,1.0,1.0,9.0,0,0,3,3,U,1,4,1,0,0,0,3,2,71,71.0,50.0,65.0
M,15,D,0.0,1.0,2.0,0,0,4,3,U,4,3,1,1,3,0,4,5,55,75.0,80.0,73.0
21,M,D,1.0,1.0,2.0,0,1,3,3,R,5,4,1,1,0,1,6,5,58,71.0,53.0,67.0
21,M,H,1.0,1.0,1.0,1,1,3,4,R,3,2,0,0,2,0,4,3,82,76.0,90.0,76.0
18,M,D,1.0,1.0,3.0,1,0,2,5,R,0,3,0,1,1,1,3,2,54,50.18,49.55,51.27
24,M,D,0.0,1.0,2.0,1,1,4,5,R,3,1,1,0,0,1,5,5,69,51.0,67.0,92.0
22,M,D,1.0,0.0,3.0,0,3,5,5,U,4,2,1,0,0,2,5,3,80,94.0,98.0,94.0
17,F,H,1.0,1.0,2.0,0,1,3,5,U,3,4,1,1,0,0,3,4,86,89.0,36.0,80.0
22,F,D,0.0,0.0,7.0,1,0,1,1,R,0,1,0,1,3,0,6,1,72.09,72.31,75.26,76.98
25,M,H,0.0,1.0,8.0,1,1,4,3,U,4,3,1,1,4,0,4,4,65,47.0,83.0,65.0
21,M,H,1.0,1.0,5.0,0,1,4,5,R,2,3,1,1,0,1,5,5,89,86.0,58.0,51.0
20,F,D,0.0,0.0,7.0,0,3,4,4,U,4,3,1,1,0,0,3,3,94,95.0,95.0,93.0
16,M,D,,0.0,2.0,0,0,3,5,U,4,4,1,1,3,0,2,4,77,84.0,89.0,88.0
21,M,D,1.0,1.0,2.0,0,1,4,4,U,4,4,1,0,0,0,5,5,88,86.0,84.0,88.0
21,F,D,1.0,0.0,1.0,0,1,1,3,U,5,2,1,0,1,0,5,3,67.83,65.69,62.47,66.75
23,F,D,0.0,1.0,3.0,1,1,3,1,U,1,0,0,0,1,1,3,2,72,89.0,79.0,80.0
20,F,H,0.0,1.0,4.0,1,1,5,5,U,1,2,0,0,1,0,4,5,56,78.0,92.0,89.0
19,M,D,0.0,1.0,7.0,0,1,4,3,U,1,4,1,0,0,0,3,5,91,91.0,92.0,90.0
21,F,D,0.0,1.0,6.0,0,1,4,3,R,3,3,0,1,1,0,4,3,90,91.0,79.0,86.0
21,F,H,0.0,1.0,3.0,0,0,2,5,U,4,2,0,0,0,0,6,5,77.21,76.83,77.12,77.21
20,F,H,1.0,1.0,6.0,0,1,3,4,R,3,2,0,0,1,1,7,4,86,95.0,70.0,84.0
26,M,D,1.0,1.0,4.0,1,1,4,5,R,2,1,1,0,4,0,5,3,71,83.0,68.0,91.0
M,15,D,1.0,1.0,4.0,0,1,5,1,R,4,0,1,1,1,1,4,3,65,72.0,75.0,72.0
24,F,H,1.0,1.0,10.0,1,1,3,5,R,5,1,1,0,4,1,4,5,60,75.0,68.0,96.0
20,M,H,0.0,1.0,3.0,1,1,3,4,R,4,3,1,1,1,0,4,5,72,71.0,76.0,83.0
24,M,H,1.0,0.0,9.0,1,0,3,3,U,2,1,1,0,4,1,5,1,74,71.0,86.0,72.0
19,F,D,0.0,0.0,2.0,0,0,4,1,U,5,5,1,0,0,0,3,4,76,89.0,81.0,89.0
24,F,H,1.0,1.0,1.0,1,0,5,5,R,2,4,1,0,0,1,6,5,98,66.0,61.0,71.0
24,M,D,0.0,0.0,5.0,1,1,5,4,R,5,4,1,1,0,0,4,4,85,88.0,82.0,82.0
M,16,H,0.0,1.0,3.0,0,1,4,5,U,4,4,1,0,1,1,4,2,87,83.0,75.0,84.0
22,F,H,1.0,1.0,8.0,1,1,3,5,U,1,0,0,0,1,0,3,5,78,82.0,68.0,95.0
19,M,H,1.0,1.0,6.0,0,0,2,1,R,3,4,0,0,1,0,9,1,80,86.0,88.0,84.0
19,M,H,0.0,1.0,3.0,0,1,3,3,R,4,3,1,0,1,0,4,5,84,85.0,65.0,78.0
M,15,D,1.0,1.0,1.0,1,0,3,5,R,4,4,1,1,2,0,5,5,85,90.0,91.0,90.0
20,M,H,0.0,1.0,6.0,0,0,3,6,U,3,2,1,0,0,0,6,4,90,91.0,92.0,95.0
19,M,H,1.0,1.0,4.0,0,1,3,4,R,3,3,1,0,1,0,3,3,80,83.0,75.0,75.0
21,F,D,1.0,1.0,3.0,0,1,3,4,U,3,2,1,0,2,0,5,4,7.2,7.5,7.8,8.1
22,M,H,0.0,1.0,3.0,0,1,3,5,U,1,5,0,0,1,0,4,5,84,85.0,87.0,80.0
21,F,D,1.0,0.0,8.0,1,0,1,4,R,5,1,1,0,1,1,5,1,34,39.0,40.0,38.0
23,F,H,1.0,1.0,2.0,1,0,2,3,U,3,3,1,0,1,1,5,3,86,89.0,80.0,86.0
19,M,H,0.0,1.0,3.0,0,1,4,1,U,3,2,1,1,0,0,3,5,94,95.0,94.0,95.0
F,16,D,0.0,1.0,2.0,1,1,2,1,U,4,2,1,0,0,1,4,5,91,94.0,88.0,89.0
21,F,H,0.0,0.0,4.0,0,1,5,5,R,2,5,0,0,0,0,4,3,71,56.0,95.0,85.0
18,F,H,1.0,1.0,1.0,1,0,5,5,U,4,3,1,1,4,0,5,1,98,99.0,97.0,98.0
22,M,D,0.0,1.0,2.0,1,1,4,3,U,4,5,0,0,0,0,5,4,63,56.0,87.0,90.0
20,M,D,1.0,0.0,10.0,0,1,2,5,R,1,2,1,0,3,1,4,2,80,76.0,63.0,71.0
20,F,D,0.0,1.0,2.0,0,1,4,5,U,4,3,0,0,2,0,3,4,90,72.0,82.0,88.0
21,M,H,0.0,0.0,0.0,2,3,4,3,R,4,2,1,0,0,2,3,4,85,98.0,97.0,96.0
20,M,H,0.0,1.0,4.0,1,1,5,3,R,5,4,0,0,0,0,5,5,71,96.0,81.0,88.0
F,15,H,0.0,1.0,2.0,0,0,3,5,U,1,1,1,1,2,1,4,3,32,45.0,39.0,49.0
21,F,H,1.0,1.0,8.0,0,1,4,1,U,5,3,1,1,0,1,2,2,54.34,50.09,45.17,54.1
22,M,H,0.0,0.0,,1,1,3,5,R,0,5,1,0,0,0,2,2,65,46.0,69.0,96.0
20,M,H,2.0,1.0,4.0,1,2,3,4,U,4,3,1,0,0,0,5,4,76,82.0,88.0,83.0
22,M,D,3.0,3.0,2.0,2,3,5,5,U,4,2,1,0,0,2,4,5,81,83.0,93.0,88.0
16,M,H,1.0,1.0,3.0,0,1,3,5,R,4,4,1,1,1,0,6,2,86,89.0,77.0,97.0
17,F,D,1.0,1.0,8.0,0,1,1,5,U,2,2,1,0,1,0,4,3,100,98.0,76.0,66.0
23,F,H,1.0,1.0,4.0,0,0,3,4,U,4,4,1,1,0,0,4,4,97,99.0,92.0,94.0
19,M,H,0.0,1.0,6.0,1,1,3,5,R,2,3,1,0,0,1,4,4,60,49.0,68.0,66.0
21,M,H,0.0,1.0,2.0,0,0,1,1,R,1,1,0,0,2,1,6,1,55,69.0,72.0,65.0
20,F,D,0.0,0.0,1.0,0,0,1,4,R,3,0,0,0,2,0,5,1,51.9,48.7,51.43,51.25
21,F,D,1.0,0.0,6.0,1,1,4,4,R,4,4,0,0,2,1,5,4,90,92.0,76.0,81.0
27,M,H,1.0,1.0,9.0,0,0,5,5,U,3,2,1,0,1,0,5,3,62,80.0,76.0,63.0
20,M,D,0.0,1.0,4.0,1,1,4,5,U,4,5,0,0,1,0,4,5,88,87.0,86.0,72.0
19,F,D,1.0,1.0,4.0,0,1,4,4,U,5,5,0,1,0,0,4,5,71,71.0,67.0,69.0
20,F,D,1.0,1.0,5.0,1,0,3,5,U,4,3,1,0,1,0,5,5,93,90.0,67.0,88.0
20,M,D,0.0,1.0,6.0,1,0,3,5,R,1,1,0,0,1,0,5,1,75,75.0,88.0,72.0
15,M,D,0.0,1.0,2.0,0,1,3,5,U,3,4,1,1,3,1,4,4,97,100.0,84.0,93.0
20,M,H,1.0,1.0,4.0,1,1,5,5,R,2,5,1,1,1,0,4,3,76.17,73.01,72.72,74.47
31,M,D,0.0,1.0,1.0,0,1,1,1,U,3,2,1,0,1,0,2,4,70,76.0,81.0,75.0
19,F,D,1.0,1.0,5.0,0,1,4,2,U,5,4,1,1,0,0,5,5,90,92.0,90.0,91.0
20,M,H,0.0,1.0,4.0,1,1,4,4,R,2,5,0,0,0,1,5,4,89,55.0,95.0,54.0
17,F,D,1.0,1.0,5.0,0,1,4,3,U,5,5,1,1,1,0,4,3,95,77.0,74.0,31.0
21,F,D,1.0,1.0,6.0,1,1,2,2,R,2,2,1,1,2,1,5,5,91,89.0,77.0,82.0
21,F,D,1.0,1.0,8.0,1,1,3,4,U,1,3,0,0,2,0,4,4,88.5,90.5,89.1,87.5
21,M,H,1.0,1.0,1.0,0,0,2,1,R,2,0,1,1,0,0,4,2,59.12,61.12,65.06,62.82
20,M,H,1.0,1.0,3.0,1,1,2,5,U,3,3,1,1,1,0,4,5,66,72.0,57.0,93.0
M,16,D,1.0,1.0,4.0,0,1,2,2,R,4,3,0,0,2,1,4,4,65,76.0,72.0,71.0
23,M,H,1.0,1.0,7.0,1,1,2,2,U,2,2,0,1,3,1,6,3,93,89.0,78.0,82.0
27,F,D,0.0,0.0,8.0,0,1,1,4,U,5,4,1,1,1,1,5,2,30,32.0,39.0,34.0
22,F,D,0.0,1.0,2.0,0,1,4,4,U,3,3,1,0,2,0,4,4,80,73.0,78.0,83.0
18,F,H,0.0,1.0,4.0,1,1,3,5,R,1,3,0,0,1,0,8,5,80,90.0,98.0,81.0
23,F,H,1.0,0.0,2.0,0,1,2,2,U,3,3,1,0,0,1,3,3,94,98.0,84.0,65.0
20,F,H,0.0,0.0,4.0,0,1,4,3,U,5,5,1,0,1,0,4,3,72,77.0,88.0,83.0
22,F,D,1.0,0.0,5.0,1,0,4,3,U,1,5,0,1,4,0,5,1,52.15,52.41,53.16,54.82
20,M,D,0.0,1.0,5.0,0,1,4,4,U,5,5,1,1,0,0,4,5,94,93.0,93.0,92.0
20,F,D,0.0,2.0,4.0,0,1,5,3,U,4,5,1,0,0,2,4,4,100,92.0,99.0,96.0
15,M,D,1.0,1.0,1.0,1,0,5,5,U,4,3,1,0,2,1,4,5,77,79.0,89.0,80.0
M,15,D,1.0,1.0,1.0,0,1,4,5,R,4,4,1,0,4,0,4,4,60,80.0,76.0,79.0
20,M,D,0.0,1.0,4.0,0,0,3,3,U,3,3,0,0,1,0,4,3,91,89.0,80.0,87.0
29,M,H,0.0,1.0,5.0,0,1,5,2,U,5,4,1,1,1,0,3,4,71,81.0,89.0,80.0
20,M,H,1.0,1.0,2.0,0,0,3,3,U,3,3,1,0,1,0,4,4,93,90.0,77.0,87.0
20,M,D,0.0,0.0,2.0,0,0,3,3,R,1,4,0,1,0,0,6,4,99,59.0,89.0,95.0
19,M,D,0.0,1.0,3.0,0,1,3,4,U,5,2,1,1,0,0,3,5,64,68.0,66.0,65.0
27,M,D,0.0,1.0,7.0,1,0,2,5,R,5,1,1,0,1,0,5,3,78,82.0,79.0,96.0
16,M,D,1.0,0.0,8.0,0,1,4,2,R,2,1,1,0,0,0,11,4,84,88.0,82.0,84.0
24,M,D,1.0,1.0,9.0,1,1,4,4,R,3,3,1,1,3,1,4,4,90,92.0,86.0,91.0
19,M,D,0.0,1.0,6.0,0,1,5,5,U,5,5,1,1,1,0,5,5,66,71.0,81.0,79.0
23,M,H,1.0,1.0,7.0,1,1,4,4,R,4,4,1,1,0,0,3,3,88,91.0,79.0,84.0
23,F,D,0.0,1.0,2.0,0,1,1,3,U,3,3,1,0,0,0,3,5,85,88.0,85.0,87.0
22,F,D,0.0,1.0,2.0,0,0,4,5,U,5,5,1,0,0,0,4,4,75,76.0,74.0,77.0
20,F,D,0.0,0.0,8.0,1,0,1,4,U,3,5,0,1,3,0,4,4,69.46,67.65,71.19,72.81
19,F,H,0.0,1.0,2.0,1,1,2,4,R,5,2,1,0,0,1,5,5,54,89.0,88.0,80.0
22,M,D,1.0,3.0,3.0,1,2,4,5,U,5,2,1,0,0,2,3,3,95,87.0,93.0,91.0
10,M,H,0.0,0.0,9.0,0,0,2,5,U,4,1,0,1,0,0,13,1,75,66.0,91.0,77.0
19,F,D,0.0,1.0,8.0,0,1,4,4,U,2,5,1,1,0,0,3,5,92,94.0,92.0,91.0
20,F,H,0.0,0.0,4.0,0,1,4,3,U,5,5,1,0,1,0,4,3,72,77.0,88.0,83.0
20,F,D,0.0,1.0,3.0,0,1,3,4,R,4,0,0,0,2,1,6,2,58.09,55.21,59.73,61.17
22,F,H,0.0,1.0,5.0,0,1,4,4,U,4,4,1,0,3,1,6,5,87,90.0,77.0,82.0
16,F,D,1.0,1.0,2.0,0,0,4,4,U,2,2,1,1,2,0,2,4,51,68.0,81.0,61.0
22,F,D,0.0,1.0,1.0,1,0,2,3,R,4,2,1,1,0,1,4,5,53,57.0,73.0,73.0
18,F,D,3.0,3.0,7.0,2,1,5,5,U,4,3,1,0,0,2,4,3,79,97.0,91.0,93.0
23,M,H,1.0,1.0,7.0,1,1,4,4,R,4,4,1,0,0,0,3,3,88,91.0,79.0,84.0
20,F,H,1.0,1.0,8.0,1,0,5,3,R,2,1,1,0,3,0,3,4,85,82.0,79.0,98.0
24,F,H,0.0,1.0,2.0,1,1,3,4,U,3,1,0,0,0,1,2,4,65,52.0,95.0,54.0
F,16,D,1.0,1.0,2.0,0,1,4,5,R,2,2,1,1,0,1,5,4,76,80.0,82.0,81.0
21,F,H,0.0,0.0,3.0,0,0,3,4,R,3,3,0,0,1,0,4,4,77.78,67.0,69.0,80.0
26,F,H,0.0,0.0,8.0,0,0,1,3,R,3,2,1,0,2,0,5,3,73,60.0,89.0,69.0
21,M,H,1.0,1.0,5.0,1,1,3,4,U,3,4,0,0,1,1,6,5,80,78.0,60.0,73.0
20,F,D,0.0,0.0,7.0,0,1,3,5,R,4,3,0,1,2,1,3,2,94,98.0,56.0,71.0
26,F,D,1.0,1.0,3.0,1,0,5,4,R,3,2,1,1,4,0,5,2,88,99.0,90.0,92.0
20,M,D,1.0,0.0,6.0,0,0,4,2,R,2,5,0,0,0,1,4,4,78,36.0,88.0,98.0
21,M,H,1.0,1.0,1.0,1,0,1,1,R,2,1,1,0,1,1,2,3,70.36,74.38,78.95,78.77
19,F,D,1.0,1.0,3.0,0,1,3,5,U,5,4,1,0,0,0,4,5,91,92.0,94.0,90.0
23,F,H,1.0,0.0,8.0,0,0,5,4,U,4,5,0,0,0,0,4,5,56,78.0,96.0,87.0
20,F,D,0.0,1.0,1.0,1,1,4,4,U,5,4,1,0,1,0,4,5,93,91.0,96.0,80.0
17,M,H,0.0,0.0,6.0,0,1,5,5,R,3,0,0,0,1,1,1,2,79,75.0,86.0,80.0
20,M,D,1.0,1.0,3.0,0,1,3,5,R,1,1,0,0,1,1,4,5,87,77.0,87.0,77.0
18,F,H,1.0,1.0,1.0,0,0,3,4,R,3,3,1,0,1,0,4,5,86,94.0,89.0,86.0
19,F,H,0.0,1.0,7.0,0,1,3,5,U,5,4,1,0,0,0,3,5,82,85.0,83.0,84.0
21,F,D,0.0,1.0,1.0,0,1,3,4,U,4,5,1,1,1,0,4,5,75,76.0,87.0,81.0
18,M,H,0.0,1.0,5.0,0,1,4,4,R,5,4,0,0,1,0,5,5,82,58.0,93.0,82.0
19,F,D,1.0,3.0,5.0,2,1,4,3,U,4,5,1,0,0,0,4,3,75,86.0,87.0,88.0
19,M,D,0.0,1.0,2.0,1,1,3,5,R,5,2,1,1,0,0,4,4,89,77.0,75.0,84.0
21,M,H,0.0,1.0,3.0,0,1,5,3,U,5,2,1,0,0,1,6,5,92,90.0,61.0,71.0
20,F,H,3.0,3.0,5.0,1,3,3,5,U,4,4,1,0,0,1,5,3,79,86.0,100.0,92.0
M,15,D,0.0,1.0,3.0,1,1,5,4,R,4,3,1,1,1,0,5,5,78,87.0,83.0,81.0
22,M,H,0.0,1.0,5.0,0,1,3,3,U,3,3,1,1,3,1,6,4,88,92.0,76.0,80.0
26,M,H,0.0,1.0,4.0,0,1,5,5,R,3,1,1,0,4,0,4,5,42,55.0,37.0,45.0
21,F,H,0.0,1.0,14.0,0,1,4,4,U,4,3,1,1,2,1,3,2,54,70.0,44.0,56.0
F,16,D,1.0,1.0,2.0,0,0,5,5,R,4,2,1,1,1,0,3,4,84,83.0,90.0,83.0
F,16,H,1.0,0.0,2.0,1,0,1,5,R,2,1,0,0,2,1,5,4,38,59.0,63.0,57.0
19,F,H,1.0,1.0,6.0,0,1,4,5,U,4,5,1,0,0,0,4,4,67,69.0,68.0,67.0
20,M,H,1.0,0.0,8.0,0,0,5,5,R,5,4,1,1,2,0,5,2,85,85.0,98.0,80.0
17,F,D,0.0,1.0,2.0,0,1,2,2,U,4,5,1,0,2,0,3,4,95,86.0,75.0,80.0
20,M,D,0.0,1.0,4.0,0,1,2,4,R,3,2,0,0,0,0,4,5,92,85.0,93.0,94.0
M,15,D,1.0,0.0,1.0,0,0,3,5,R,4,2,1,0,4,1,4,5,73,79.0,76.0,75.0
19,M,D,1.0,1.0,2.0,1,0,2,5,R,3,3,0,1,0,0,6,3,47,54.0,77.0,98.0
23,M,H,0.0,1.0,4.0,0,1,2,3,R,5,2,1,0,0,0,5,5,56,61.0,80.0,53.0
20,M,D,0.0,1.0,5.0,0,1,4,5,U,3,4,0,0,1,0,4,5,76,80.0,76.0,95.0
19,F,D,0.0,1.0,4.0,0,1,3,4,U,5,5,1,1,0,0,3,5,96,97.0,92.0,93.0
19,F,D,1.0,1.0,7.0,1,0,2,4,R,5,4,1,1,1,1,9,5,75,66.0,95.0,78.0
26,M,D,1.0,0.0,6.0,1,0,2,4,R,1,0,0,0,1,1,4,1,49,35.0,50.0,45.0
19,M,H,1.0,1.0,6.0,0,1,5,5,U,3,4,1,1,1,0,5,5,91,94.0,90.0,92.0
23,M,H,1.0,1.0,4.0,0,1,3,3,U,3,2,1,1,1,1,3,4,86,91.0,78.0,98.0
16,M,H,1.0,1.0,2.0,0,0,1,3,U,2,2,1,1,1,0,3,4,76,69.0,72.0,74.0
29,M,D,0.0,1.0,2.0,0,1,5,3,R,2,0,1,0,1,1,1,1,66,67.0,95.0,76.0
19,F,D,1.0,1.0,6.0,0,0,4,2,U,5,5,1,0,0,1,6,4,94.08,67.3,83.0,78.0
19,F,D,0.0,0.0,10.0,1,0,1,3,U,1,0,0,0,4,1,5,2,32,32.0,30.0,31.0
34,M,D,1.0,0.0,6.0,0,0,2,4,R,3,2,0,1,1,0,2,4,93,72.0,72.0,79.0
21,F,D,0.0,1.0,3.0,0,0,4,5,U,0,1,1,0,0,1,5,4,94,67.0,78.0,91.0
20,F,H,1.0,1.0,6.0,0,1,4,4,U,4,4,1,0,0,0,4,4,89,86.0,77.0,80.0
19,M,D,0.0,1.0,5.0,0,1,5,4,U,2,1,1,0,0,0,5,4,49,50.0,92.0,64.0
22,F,D,1.0,0.0,6.0,1,1,5,5,U,5,5,1,0,3,0,3,5,90,94.0,82.0,87.0
21,F,H,0.0,1.0,6.0,0,0,2,3,U,5,2,1,1,0,1,5,5,51,78.0,95.0,71.0
19,M,D,0.0,1.0,5.0,0,1,3,2,U,5,2,1,1,0,1,4,5,90,94.0,87.0,91.0
25,M,D,0.0,1.0,4.0,1,0,4,4,R,5,3,1,0,4,0,5,4,80,68.0,80.0,84.0
